count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,ANSWER,clean_text
41,0,0,0,0,0,0,No,damn hate shiiiit talker formspringgg thought random question site thing ahaha thankss kidd ndd yeah knoo reallyy huh theere soo stupidd scaredd sayi anythingg myy face
12,0,0,0,0,0,0,No,heart youu ahahah ii loveee yuuuu moree
12,0,0,0,0,0,0,No,love joiee ii love yuuu more
10,0,0,0,0,0,0,No,wub joie ahaha hii ceara
12,0,0,0,1,0,0,No,jon person like noo itss nottt
11,0,0,0,0,0,0,No,joie beautifullll aww thankss yuu are
9,0,0,0,0,0,0,No,joiieeeee lalalove youu ahaha
12,0,2,0,1,0,0,No,pirate ninja ahah pirateesss
8,0,0,0,2,0,0,No,realli travi watt yuu meann
27,0,0,0,0,0,0,No,uhm think love freak joie thasss right ahahah ndd ii love mee alott myy lil floricel
13,0,0,0,2,0,0,No,think attract featur uhmmm
10,0,1,0,1,0,0,No,favorit drink lemenadee
11,0,0,0,1,0,0,No,like ummm ahhh hottt seniorrr
14,0,0,0,3,0,0,No,ur lover welll forr righhtt noww no one iss
13,0,1,0,1,0,0,No,talent person know uhm
24,0,0,0,0,0,0,No,tri damn hard fit fuck self know ahahah funni
9,0,0,0,0,0,0,No,sexxyy mommma ahaha thank
11,0,0,0,10,0,0,No,slut vvv umm okkkayi thankss
22,0,1,0,0,0,0,No,love beauti wanna boyfriend sure liar
3,0,0,0,0,0,0,No,
16,0,0,0,2,0,0,No,girl belli danc guy eak danc haha no
4,0,0,0,0,0,0,No,
11,0,0,0,0,0,0,No,call okay
7,0,0,0,1,0,0,No,fat nope
13,0,0,0,1,0,0,No,good hangman suck no
14,0,0,0,1,0,0,No,readi start school yea
7,0,0,0,1,0,0,No,singl yea
21,0,0,0,1,0,0,No,ashle cyru florida hey im ashle im tire everyon comment damn formspr talk shit okay
51,0,1,1,0,0,0,No,ashle cyru cyru lame last name everyon know cyru gotta fake probabl reall ugli real life lmfao duh cours cyru real last name fake last name
47,0,3,2,12,0,0,No,ashle biggest crush awhil go lot pleas messag www findersingl com usernam quot wishfulthink quot pleas get weird no no
13,0,0,0,1,0,0,No,ask anythinclud user info ing
13,0,0,0,4,0,0,No,basicc inform name age locat grade ashle florida th
9,0,0,0,1,0,0,No,best lil wayn song umm idk
13,0,0,0,1,0,0,No,best thing happen summer noth realli
5,0,0,0,1,0,0,No,bob pepe
11,0,0,2,0,0,0,No,call tomorrow ok
12,0,0,0,2,0,0,No,chick fuck lesbain no
8,0,0,0,1,0,0,No,chicken hamburg chicken
5,0,0,0,1,0,0,No,cuter
5,0,0,0,2,0,0,No,cyru stalker
11,0,0,0,2,0,0,No,know know
9,0,0,0,1,0,0,No,word realli hurt no
7,0,0,0,1,0,0,No,curs yea
19,0,0,0,1,0,0,No,hate peopl give short bore answer question yea time
18,0,0,0,1,0,0,No,know anyon almost anyth attent yea sister
8,0,0,0,0,0,0,No,like adtf yea
8,0,0,0,1,0,0,No,like bodtf yea
8,0,0,0,0,0,0,No,like nevershoutnev kinda
18,0,0,0,1,0,0,No,like clean yea like dirti
9,0,0,0,1,0,0,No,like name yea
26,0,0,0,1,1,0,No,love twilight much bet new homepag ew hate twilight
10,0,0,0,1,0,0,No,miss hometown lol no
24,0,0,0,1,0,0,No,think could make wood camp suppli week no cellphon hell no
18,0,0,0,1,0,0,No,bother stranger tri tell yea
13,0,0,0,1,0,0,No,bedroom door lock no
19,0,1,0,1,0,0,No,hate peopl make fake celerb page yea sooo annoy
38,0,0,0,1,0,0,No,dont hate peopl date day put quot love person name quot status stuff hate much
21,0,1,0,1,0,0,No,dude fake no one els world would fake no im not
10,0,0,0,1,0,0,No,ever gang no
13,0,0,0,2,0,0,No,ever dy hair mani time never
9,0,0,0,0,0,0,No,ewwwwwwww okay know im ew
7,0,0,0,1,0,0,No,favee time sport volleybal
11,0,0,0,0,0,0,No,favorit band hm one
6,0,0,0,1,0,0,No,favorit color purpl
11,0,0,0,1,0,0,No,favorit song hmm probabl alejandro ladi gaga
9,0,0,0,1,0,0,No,favorit song alreadi answer
9,0,0,0,1,0,0,No,favv song alejandro ladi gaga
7,0,0,0,0,0,0,No,get nake ew no
15,0,0,2,2,0,0,No,girl cheer guy play footbal nope
24,0,0,2,4,0,0,No,girl ever faught guy happen guy girl ever faugh happen nooo
23,0,0,2,2,0,0,No,guy hate girl girl hate guy annoy
16,0,0,0,1,0,0,No,ever georgia no wanna go
13,0,0,0,1,0,0,No,ever hate love someon not realli
5,0,0,0,1,0,0,No,hello hey
14,0,1,0,0,0,0,No,cooki eat yay nom nom
25,0,2,0,1,0,0,No,hey cousin come visit us gonna make formspr idk
34,0,3,0,0,0,0,No,hi ashle not ugli hell bewar bye talk beth
5,0,0,0,0,0,0,No,hi hey
5,0,0,0,0,0,0,No,hi hey
11,0,0,0,1,0,0,No,hmm questionss inbox idea sure
8,0,0,0,2,0,0,No,great
9,0,0,0,1,0,0,No,mom great
10,0,0,0,1,0,0,No,mani sibl
11,0,0,0,1,0,0,No,mani silli band none
16,0,0,0,1,0,0,No,much sex type question sicko
22,0,0,0,1,0,0,No,often go salon get someth done hair like twice month
10,0,0,0,1,0,0,No,old matter
12,0,0,0,0,1,0,No,stalkerrrr
27,0,2,0,0,0,0,No,know never said ur ugli pleas dot comment look learn spell
23,0,0,0,2,0,0,No,found jensen thingi cant realli see pictur guess cute thank
15,0,1,0,1,0,0,No,hate formspr mess sometim
21,0,0,0,1,0,0,No,hate peopl mad no reason dislik
54,0,2,0,4,0,0,No,know amaz singer jeremi mckinnon soooooo funni love give high five shirt cool fat guy lol know band august burn red dude like said lucki no
8,0,0,0,0,0,0,No,like yur bg thank
25,0,1,2,2,0,0,No,love adtr vvv fav know everi song heart seriou good band
20,0,1,0,1,0,0,No,realli wanna take downn song lmfaoo lmfao thought someth els
17,0,0,0,1,0,0,No,perform circu trick would idk
7,0,0,0,0,0,0,No,im bore
13,0,0,0,1,0,0,No,anyon wish never met no
19,0,1,0,1,0,0,No,cousin lol everyon say fake stupid
14,0,0,0,0,0,0,No,cool swear know
5,0,0,0,0,0,0,No,lala lololol
378,0,0,1,7,0,0,No,lyric kill chanc adtr say goodby town ear eye hear whisper walk familiar face smile back knew would make chang thing go bother call friend look eye one last time write wall read gone call name know come run one night spare meant pleas leav iuv read stori thousand time iull rewrit youur meddl anger canut control mean world hold serpent tongu whore lie worth die take time thing go bother call friend look eye one last time write wall read gone call name know come run one night spare meant pleas leav walk hous morn ought gun end tabl blood strewn across wall find bathroom floor walk hous morn ought gun end tabl blood strewn across wall find bathroom floor done write write write kill chanc kill chanc kill chanc kill chanc
13,0,0,0,3,0,0,No,pathet one start shit
7,0,0,0,0,0,0,No,nom nom yum yum
22,0,1,1,0,0,0,No,oh well met abr singer shit beast lucki pringl pop
6,0,0,0,0,0,0,No,onlin
7,0,0,0,0,0,0,No,pretti gurrrl haha thank
8,0,0,0,1,0,0,No,relat miley cyru
10,0,0,0,1,0,0,No,sooo sex alot df no
22,0,0,0,0,0,0,No,that think right gimm idea amp ask stuff sure
12,0,0,0,0,0,0,No,ur pretti screw everi one thank
13,0,2,0,1,0,0,No,well crude crude
22,0,1,0,1,0,0,No,plan weekend go miami go grandma
9,0,0,0,1,0,0,No,color eye
14,0,0,0,1,0,0,No,lunch peanut butter jelli sandwhich
14,0,0,0,1,0,0,No,think bed last night sheep
15,0,0,0,1,0,0,No,like best formspr peopl ask question
10,0,0,0,1,0,0,No,lol mean laugh loud
9,0,0,0,0,0,0,No,hell back
13,0,0,0,1,0,0,No,websit spend time myspac
21,0,2,0,1,0,0,No,nicest thing someon ever done made shit
17,0,2,0,1,0,0,No,quickest fell someon like month
16,0,1,0,1,0,0,No,favv waterpark go one
16,0,0,0,0,0,0,No,what last thing go bed ush teeth
20,0,1,0,1,0,0,No,what wierdest color ever dye hair never dy hair
16,0,0,0,2,0,0,No,what ur myspac page one anymor delet
11,0,0,0,1,0,0,No,what favorit silli band shape dino
16,0,0,0,1,0,0,No,school start mine start aug th quot septemb th
17,0,0,0,1,0,0,No,drop phone get scare oke yea
16,0,0,0,2,0,0,No,born also grow florida yea
10,0,0,0,1,0,0,No,pay phone bill mum
24,0,0,0,1,0,0,No,girl call quot star chick quot butt still live home mom lmfao
14,0,0,0,1,0,0,No,ashle ashle duh
13,0,0,0,1,0,0,No,fake yurself fake
